strUC,strSciName,strComName,iucnID,iucnSci,iucnCom,iucnCat,iucnTnd,SciMatch,ComMatch,JointMatch
rGCSNx,Regina grahamii,Graham's Crayfish Snake,63885,Regina grahamii,Graham's Crayfish Snake,LC,unknown,match,match,matchmatch
rGELIx,Cophosaurus texanus,Greater Earless Lizard,64062,Cophosaurus texanus,Greater Earless Lizard,LC,stable,match,match,matchmatch
rGIMOx,Heloderma suspectum,Gila Monster,9865,Heloderma suspectum,Gila Monster,NT,decreasing,match,match,matchmatch
rGISKx,Plestiodon gilberti,Gilbert's Skink,64228,Plestiodon gilberti,Gilbert's Skink,LC,stable,match,match,matchmatch
rGLSNx,Arizona elegans,Glossy Snake,63734,Arizona elegans,Glossy Snake,LC,stable,match,match,matchmatch
rGLSWx,Aspidoscelis flagellicauda,Gila Spotted Whiptail,64265,Aspidoscelis flagellicauda,Gila Spotted Whiptail,LC,stable,match,match,matchmatch
rGNSLx,Sceloporus orcutti,Granite Spiny Lizard,64134,Sceloporus orcutti,Granite Spiny Lizard,LC,stable,match,match,matchmatch
rGOTOx,Gopherus polyphemus,Gopher Tortoise,9403,Gopherus polyphemus,Gopher Tortoise,VU,,match,match,matchmatch
rGPSKx,Plestiodon obsoletus,Great Plains Skink,64235,Plestiodon obsoletus,Great Plains Skink,LC,stable,match,match,matchmatch
rGPSLx,Sceloporus grammicus,Graphic Spiny Lizard,64107,Sceloporus grammicus,Graphic Spiny Lizard,LC,stable,match,match,matchmatch
rGRANx,Anolis carolinensis,Green Anole,64188,Anolis carolinensis,Green Anole,LC,stable,match,match,matchmatch
rGSHLx,Phrynosoma hernandesi,Greater Short-horned Lizard,64076,Phrynosoma hernandesi,Greater Short-horned Lizard,LC,stable,match,match,matchmatch
rIGLIx,Ophisaurus compressus,Island Glass Lizard,63718,Ophisaurus compressus,Island Glass Lizard,LC,decreasing,match,match,matchmatch
rINLIx,Xantusia riversiana,Island Night Lizard,23095,Xantusia riversiana,Island Night Lizard,LC,stable,match,match,matchmatch
rKELIx,Holbrookia propinqua,Keeled Earless Lizard,64066,Holbrookia propinqua,Keeled Earless Lizard,LC,stable,match,match,matchmatch
rKISNx,Clonophis kirtlandii,Kirtland's Snake,63747,Clonophis kirtlandii,Kirtland's Snake,NT,decreasing,match,match,matchmatch
rLASWx,Aspidoscelis laredoensis,Laredo Striped Whiptail,64272,Aspidoscelis laredoensis,Laredo Striped Whiptail,LC,stable,match,match,matchmatch
rLBSKx,Scincella lateralis,Little Brown Skink,64245,Scincella lateralis,Little Brown Skink,LC,stable,match,match,matchmatch
rLISNx,Tropidoclonion lineatum,Lined Snake,63998,Tropidoclonion lineatum,Lined Snake,LC,stable,match,match,matchmatch
rLISWx,Aspidoscelis inornata,Little Striped Whiptail,64270,Aspidoscelis inornata,Little Striped Whiptail,LC,decreasing,match,match,matchmatch
rLMTUx,Sternotherus minor,Loggerhead Musk Turtle,170493,Sternotherus minor,Loggerhead Musk Turtle,LC,unknown,match,match,matchmatch
rLNSNx,Rhinocheilus lecontei,Long-nosed Snake,63909,Rhinocheilus lecontei,Long-nosed Snake,LC,stable,match,match,matchmatch
rLTBLx,Urosaurus graciosus,Long-tailed Brush Lizard,64171,Urosaurus graciosus,Long-tailed Brush Lizard,LC,stable,match,match,matchmatch
rLWWHx,Aspidoscelis gypsi,Little White Whiptail,64269,Aspidoscelis gypsi,Little White Whiptail,VU,stable,match,match,matchmatch
rMALIx,Elgaria kingii,Madrean Alligator Lizard,63702,Elgaria kingii,Madrean Alligator Lizard,LC,stable,match,match,matchmatch
rMASSx,Sistrurus catenatus,Massasauga,64346,Sistrurus catenatus,Massasauga,LC,unknown,match,match,matchmatch
rMBHSx,Tantilla atriceps,Mexican Black-headed Snake,63935,Tantilla atriceps,Mexican Black-headed Snake,LC,stable,match,match,matchmatch
rMGLIx,Ophisaurus mimicus,Mimic Glass Lizard,63720,Ophisaurus mimicus,Mimic Glass Lizard,LC,decreasing,match,match,matchmatch
rMLSKx,Plestiodon multivirgatus,Many-lined Skink,64234,Plestiodon multivirgatus,Many-lined Skink,LC,stable,match,match,matchmatch
rMOSKx,Plestiodon egregius,Mole Skink,64226,Plestiodon egregius,Mole Skink,LC,decreasing,match,match,matchmatch
rMTSKx,Plestiodon callicephalus,Mountain Skink,64222,Plestiodon callicephalus,Mountain Skink,LC,stable,match,match,matchmatch
rNALIx,Elgaria coerulea,Northern Alligator Lizard,63701,Elgaria coerulea,Northern Alligator Lizard,LC,stable,match,match,matchmatch
rNMTUx,Graptemys geographica,Northern Map Turtle,165598,Graptemys geographica,Northern Map Turtle,LC,stable,match,match,matchmatch
rNMWHx,Aspidoscelis neomexicana,New Mexico Whiptail,64278,Aspidoscelis neomexicana,New Mexico Whiptail,LC,stable,match,match,matchmatch
rOBTUx,Terrapene ornata,Ornate Box Turtle,21644,Terrapene ornata,Ornate Box Turtle,NT,decreasing,match,match,matchmatch
rOMTUx,Graptemys ouachitensis,Ouachita Map Turtle,165599,Graptemys ouachitensis,Ouachita Map Turtle,LC,stable,match,match,matchmatch
rOTLIx,Urosaurus ornatus,Ornate Tree Lizard,64174,Urosaurus ornatus,Ornate Tree Lizard,LC,stable,match,match,matchmatch
rPALIx,Elgaria panamintina,Panamint Alligator Lizard,40792,Elgaria panamintina,Panamint Alligator Lizard,VU,decreasing,match,match,matchmatch
rPASWx,Aspidoscelis pai,Pai Striped Whiptail,64281,Aspidoscelis pai,Pai Striped Whiptail,LC,stable,match,match,matchmatch
rPATUx,Chrysemys picta,Painted Turtle,163467,Chrysemys picta,Painted Turtle,LC,stable,match,match,matchmatch
rPBHSx,Tantilla nigriceps,Plains Black-headed Snake,63952,Tantilla nigriceps,Plains Black-headed Snake,LC,stable,match,match,matchmatch
rPBWAx,Nerodia erythrogaster,Plain-bellied Watersnake,63854,Nerodia erythrogaster,Plain-bellied Watersnake,LC,stable,match,match,matchmatch
rPCOOx,Pseudemys peninsularis,Peninsula Cooter,170496,Pseudemys peninsularis,Peninsula Cooter,LC,unknown,match,match,matchmatch
rPLSWx,Aspidoscelis velox,Plateau Striped Whiptail,64292,Aspidoscelis velox,Plateau Striped Whiptail,LC,stable,match,match,matchmatch
rPMTUx,Graptemys gibbonsi,Pascagoula Map Turtle,184436,Graptemys gibbonsi,Pascagoula Map Turtle,EN,decreasing,match,match,matchmatch
rPRATx,Sistrurus miliarius,Pygmy Rattlesnake,64347,Sistrurus miliarius,Pygmy Rattlesnake,LC,stable,match,match,matchmatch
rPRRAx,Crotalus viridis,Prairie Rattlesnake,64339,Crotalus viridis,Prairie Rattlesnake,LC,stable,match,match,matchmatch
rPSHLx,Phrynosoma douglasii,Pygmy Short-horned Lizard,64075,Phrynosoma douglasii,Pygmy Short-horned Lizard,LC,stable,match,match,matchmatch
rPWLIx,Rhadinaea flavilata,Pine Woods Littersnake,63890,Rhadinaea flavilata,Pine Woods Littersnake,LC,stable,match,match,matchmatch
rRASNx,Farancia erytrogramma,Rainbow Snake,63780,Farancia erytrogramma,Rainbow Snake,LC,stable,match,match,matchmatch
rRBLIx,Sceloporus variabilis,Rose-bellied Lizard,198414,Sceloporus variabilis,Rose-bellied Lizard,LC,stable,match,match,matchmatch
rRBMTx,Sternotherus carinatus,Razor-backed Musk Turtle,170492,Sternotherus carinatus,Razor-backed Musk Turtle,LC,unknown,match,match,matchmatch
rRBMUx,Farancia abacura,Red-bellied Mudsnake,63779,Farancia abacura,Red-bellied Mudsnake,LC,stable,match,match,matchmatch
rRBSNx,Storeria occipitomaculata,Red-bellied Snake,63930,Storeria occipitomaculata,Red-bellied Snake,LC,stable,match,match,matchmatch
rRCLIx,Crotaphytus reticulatus,Reticulate Collared Lizard,64012,Crotaphytus reticulatus,Reticulate Collared Lizard,VU,decreasing,match,match,matchmatch
rRDRAx,Crotalus ruber,Red Diamond Rattlesnake,64331,Crotalus ruber,Red Diamond Rattlesnake,LC,decreasing,match,match,matchmatch
rRECOx,Pantherophis guttatus,Red Cornsnake,63863,Pantherophis guttatus,Red Cornsnake,LC,stable,match,match,matchmatch
rRFMTx,Kinosternon hirtipes,Rough-footed Mud Turtle,63670,Kinosternon hirtipes,Rough-footed Mud Turtle,LC,decreasing,match,match,matchmatch
rRGCOx,Pseudemys gorzugi,Rio Grande Cooter,18459,Pseudemys gorzugi,Rio Grande Cooter,NT,unknown,match,match,matchmatch
rRHLIx,Phrynosoma solare,Regal Horned Lizard,64081,Phrynosoma solare,Regal Horned Lizard,LC,stable,match,match,matchmatch
rRICOx,Pseudemys concinna,River Cooter,163444,Pseudemys concinna,River Cooter,LC,unknown,match,match,matchmatch
rRNSNx,Diadophis punctatus,Ring-necked Snake,63769,Diadophis punctatus,Ring-necked Snake,LC,stable,match,match,matchmatch
rROBOx,Lichanura trivirgata,Rosy Boa,63726,Lichanura trivirgata,Rosy Boa,LC,stable,match,match,matchmatch
rRRATx,Crotalus lepidus,Rock Rattlesnake,64321,Crotalus lepidus,Rock Rattlesnake,LC,stable,match,match,matchmatch
rRRCSx,Tantilla oolitica,Rim Rock Crowned Snake,63954,Tantilla oolitica,Rim Rock Crowned Snake,EN,decreasing,match,match,matchmatch
rRTHLx,Phrynosoma modestum,Round-tailed Horned Lizard,64078,Phrynosoma modestum,Round-tailed Horned Lizard,LC,stable,match,match,matchmatch
rSANLx,Xantusia gracilis,Sandstone Night Lizard,64365,Xantusia gracilis,Sandstone Night Lizard,VU,unknown,match,match,matchmatch
rSCLIx,Crotaphytus nebrius,Sonoran Collared Lizard,64011,Crotaphytus nebrius,Sonoran Collared Lizard,LC,stable,match,match,matchmatch
rSESNx,Tantilla coronata,Southeastern Crowned Snake,63941,Tantilla coronata,Southeastern Crowned Snake,LC,stable,match,match,matchmatch
rSFLSx,Plestiodon inexpectatus,Southeastern Five-lined Skink,64229,Plestiodon inexpectatus,Southeastern Five-lined Skink,LC,stable,match,match,matchmatch
rSGLIx,Ophisaurus attenuatus,Slender Glass Lizard,63716,Ophisaurus attenuatus,Slender Glass Lizard,LC,stable,match,match,matchmatch
rSHGAx,Thamnophis brachystoma,Short-headed Gartersnake,63971,Thamnophis brachystoma,Short-headed Gartersnake,LC,stable,match,match,matchmatch
rSHNSx,Heterodon simus,Southern Hog-nosed Snake,63821,Heterodon simus,Southern Hog-nosed Snake,VU,decreasing,match,match,matchmatch
rSIDEx,Crotalus cerastes,Sidewinder,64315,Crotalus cerastes,Sidewinder,LC,stable,match,match,matchmatch
rSLCOx,Pantherophis slowinskii,Slowinski's Cornsnake,63865,Pantherophis slowinskii,Slowinski's Cornsnake,DD,unknown,match,match,matchmatch
rSLRAx,Aspidoscelis sexlineata,Six-lined Racerunner,64287,Aspidoscelis sexlineata,Six-lined Racerunner,LC,stable,match,match,matchmatch
rSMKIx,Lampropeltis pyromelana,Sonoran Mountain Kingsnake,63831,Lampropeltis pyromelana,Sonoran Mountain Kingsnake,LC,stable,match,match,matchmatch
rSNTUx,Chelydra serpentina,Snapping Turtle,163424,Chelydra serpentina,Snapping Turtle,LC,stable,match,match,matchmatch
rSOALx,Elgaria multicarinata,Southern Alligator Lizard,63703,Elgaria multicarinata,Southern Alligator Lizard,LC,decreasing,match,match,matchmatch
rSPLIx,Sceloporus virgatus,Striped Plateau Lizard,64159,Sceloporus virgatus,Striped Plateau Lizard,LC,stable,match,match,matchmatch
rSPLSx,Phyllorhynchus decurtatus,Spotted Leaf-nosed Snake,63868,Phyllorhynchus decurtatus,Spotted Leaf-nosed Snake,LC,stable,match,match,matchmatch
rSPSNx,Contia tenuis,Sharp-tailed Snake,63766,Contia tenuis,Sharp-tailed Snake,LC,stable,match,match,matchmatch
rSPTUx,Clemmys guttata,Spotted Turtle,4968,Clemmys guttata,Spotted Turtle,EN,decreasing,match,match,matchmatch
rSRATx,Crotalus mitchellii,Speckled Rattlesnake,64323,Crotalus mitchellii,Speckled Rattlesnake,LC,stable,match,match,matchmatch
rSSNSx,Chionactis palarostris,Sonoran Shovel-nosed Snake,63746,Chionactis palarostris,Sonoran Shovel-nosed Snake,LC,unknown,match,match,matchmatch
rSSWHx,Aspidoscelis sonorae,Sonoran Spotted Whiptail,64288,Aspidoscelis sonorae,Sonoran Spotted Whiptail,LC,stable,match,match,matchmatch
rSTELx,Holbrookia lacerata,Spot-tailed Earless Lizard,64064,Holbrookia lacerata,Spot-tailed Earless Lizard,NT,decreasing,match,match,matchmatch
rSTMTx,Kinosternon baurii,Striped Mud Turtle,163429,Kinosternon baurii,Striped Mud Turtle,LC,unknown,match,match,matchmatch
rSTSNx,Lampropeltis extenuata,Short-tailed Snake,63927,Lampropeltis extenuata,Short-tailed Snake,NT,decreasing,match,match,matchmatch
rTALIx,Gerrhonotus infernalis,Texas Alligator Lizard,63707,Gerrhonotus infernalis,Texas Alligator Lizard,LC,stable,match,match,matchmatch
rTBHSx,Tantilla cucullata,Trans-pecos Black-Headed Snake,63942,Tantilla cucullata,Trans-pecos Black-headed Snake,LC,stable,match,match,matchmatch
rTHLIx,Phrynosoma cornutum,Texas Horned Lizard,64072,Phrynosoma cornutum,Texas Horned Lizard,LC,stable,match,match,matchmatch
rTHNSx,Ficimia streckeri,Tamaulipan Hook-nosed Snake,63784,Ficimia streckeri,Tamaulipan Hook-nosed Snake,LC,stable,match,match,matchmatch
rTIRAx,Crotalus horridus,Timber Rattlesnake,64318,Crotalus horridus,Timber Rattlesnake,LC,decreasing,match,match,matchmatch
rTMTUx,Graptemys versa,Texas Map Turtle,9503,Graptemys versa,Texas Map Turtle,LC,stable,match,match,matchmatch
rTRATx,Crotalus tigris,Tiger Rattlesnake,64335,Crotalus tigris,Tiger Rattlesnake,LC,stable,match,match,matchmatch
rTSGAx,Thamnophis hammondii,Two-striped Gartersnake,21707,Thamnophis hammondii,Two-striped Gartersnake,LC,decreasing,match,match,matchmatch
rTSLIx,Sceloporus olivaceus,Texas Spiny Lizard,64133,Sceloporus olivaceus,Texas Spiny Lizard,LC,stable,match,match,matchmatch
rTSRAx,Crotalus pricei,Twin-spotted Rattlesnake,64328,Crotalus pricei,Twin-spotted Rattlesnake,LC,stable,match,match,matchmatch
rTSSNx,Gyalopion quadrangulare,Thornscrub Hook-nosed Snake,63818,Gyalopion quadrangulare,Thornscrub Hook-nosed Snake,LC,stable,match,match,matchmatch
rTXBGx,Coleonyx brevis,Texas Banded Gecko,64034,Coleonyx brevis,Texas Banded Gecko,LC,stable,match,match,matchmatch
rTXCOx,Pseudemys texana,Texas Cooter,170497,Pseudemys texana,Texas Cooter,LC,unknown,match,match,matchmatch
rVASAx,Chilomeniscus stramineus,Variable Sandsnake,63744,Chilomeniscus stramineus,Variable Sandsnake,LC,stable,match,match,matchmatch
rWBGEx,Coleonyx variegatus,Western Banded Gecko,64039,Coleonyx variegatus,Western Banded Gecko,LC,stable,match,match,matchmatch
rWBHSx,Tantilla planiceps,Western Black-headed Snake,63955,Tantilla planiceps,Western Black-headed Snake,LC,stable,match,match,matchmatch
rWDBRx,Crotalus atrox,Western Diamond-backed Rattlesnake,64311,Crotalus atrox,Western Diamond-backed Rattlesnake,LC,stable,match,match,matchmatch
rWERAx,Crotalus oreganus,Western Rattlesnake,64326,Crotalus oreganus,Western Rattlesnake,LC,stable,match,match,matchmatch
rWESKx,Plestiodon skiltonianus,Western Skink,64240,Plestiodon skiltonianus,Western Skink,LC,stable,match,match,matchmatch
rWFLIx,Sceloporus occidentalis,Western Fence Lizard,64131,Sceloporus occidentalis,Western Fence Lizard,LC,stable,match,match,matchmatch
rWOTUx,Glyptemys insculpta,Wood Turtle,4965,Glyptemys insculpta,Wood Turtle,EN,decreasing,match,match,matchmatch
rWPNSx,Salvadora hexalepis,Western Patch-nosed Snake,63912,Salvadora hexalepis,Western Patch-nosed Snake,LC,stable,match,match,matchmatch
rWPTUx,Actinemys marmorata,Western Pond Turtle,4969,Actinemys marmorata,Western Pond Turtle,VU,,match,match,matchmatch
rWSNSx,Chionactis occipitalis,Western Shovel-nosed Snake,63745,Chionactis occipitalis,Western Shovel-nosed Snake,LC,stable,match,match,matchmatch
rYBHSx,Tantilla yaquia,Yaqui Black-headed Snake,63966,Tantilla yaquia,Yaqui Black-headed Snake,LC,stable,match,match,matchmatch
rYBKIx,Lampropeltis calligaster,Yellow-bellied Kingsnake,63826,Lampropeltis calligaster,Yellow-bellied Kingsnake,LC,stable,match,match,matchmatch
rYMTUx,Kinosternon flavescens,Yellow Mud Turtle,163421,Kinosternon flavescens,Yellow Mud Turtle,LC,unknown,match,match,matchmatch
rZTLIx,Callisaurus draconoides,Zebra-tailed Lizard,64061,Callisaurus draconoides,Zebra-tailed Lizard,LC,stable,match,match,matchmatch
aAGTOx,Anaxyrus nelsoni,Amargosa Toad,3181,Anaxyrus nelsoni,,EN,decreasing,match,non-match,matchnon-match
aBBSSx,Batrachoseps nigriventris,Black-bellied Slender Salamander,59130,Batrachoseps nigriventris,Blackbelly Slender Salamander,LC,stable,match,non-match,matchnon-match
aBESAx,Desmognathus quadramaculatus,Black-bellied Salamander,59256,Desmognathus quadramaculatus,Blackbelly Salamander,LC,stable,match,non-match,matchnon-match
aBTISx,Ambystoma mavortium,Barred Tiger Salamander,199970,Ambystoma mavortium,Western Tiger Salamander,LC,unknown,match,non-match,matchnon-match
aBWRWx,Necturus alabamensis,Black Warrior River Waterdog,59430,Necturus alabamensis,Alabama Waterdog,EN,decreasing,match,non-match,matchnon-match
aCASAx,Dicamptodon ensatus,Calfifornia Giant Salamander,59080,Dicamptodon ensatus,California Giant Salamander,NT,unknown,match,non-match,matchnon-match
aCATRx,Pseudacris cadaverina,California Treefrog,55890,Pseudacris cadaverina,California Chorus Frog,LC,stable,match,non-match,matchnon-match
aCFNEx,Taricha torosa,California Newt,59471,Taricha torosa,Coast Range Newt,LC,unknown,match,non-match,matchnon-match
aCKSAx,Plethodon punctatus,Cow Knob Salamander,59351,Plethodon punctatus,White-spotted Salamander,NT,stable,match,non-match,matchnon-match
aCOSPx,Scaphiopus couchii,Couch's Spadefoot,59041,Scaphiopus couchii,Couch's Spadefoot Toad,LC,stable,match,non-match,matchnon-match
aENMTx,Gastrophryne carolinensis,Eastern Narrow-mouthed Toad,57813,Gastrophryne carolinensis,Eastern Narrowmouth Toad,LC,stable,match,non-match,matchnon-match
aETSAx,Ambystoma tigrinum,Eastern Tiger Salamander,83293207,Ambystoma tigrinum,Tiger Salamander,LC,stable,match,non-match,matchnon-match
aFBSAx,Eurycea pterophila,Fern Bank Salamander,59273,Eurycea pterophila,Blanco River Springs Salamander,DD,unknown,match,non-match,matchnon-match
aFMSAx,Plethodon fourchensis,Fourch Mountain Salamander,17631,Plethodon fourchensis,Fourche Mountain Salamander,VU,unknown,match,non-match,matchnon-match
aFYLFx,Rana boylii,Foothill Yellow-legged Frog,19175,Rana boylii,Yellow-legged Frog,NT,decreasing,match,non-match,matchnon-match
aGESAx,Eurycea naufragia,Georgetown Salamander,59271,Eurycea naufragia,San Gabriel Springs Salamander,EN,decreasing,match,non-match,matchnon-match
aGGSAx,Batrachoseps gregarius,Gregarious Salamander,59124,Batrachoseps gregarius,Gregarious Slender Salamander,LC,stable,match,non-match,matchnon-match
aGRTOx,Anaxyrus debilis,Green Toad,54626,Anaxyrus debilis,Sapo Verde,LC,stable,match,non-match,matchnon-match
aLLFRx,Lithobates yavapaiensis,Lowland Leopard Frog,19181,Lithobates yavapaiensis,Rana De Yavapai,LC,decreasing,match,non-match,matchnon-match
aLTASx,Eurycea longicauda,Long-tailed Salamander,59268,Eurycea longicauda,Longtail Salamander,LC,stable,match,non-match,matchnon-match
aMWLFx,Leptodactylus fragilis,Mexican White-lipped Frog,57127,Leptodactylus fragilis,American White Lipped Frog,LC,stable,match,non-match,matchnon-match
aMXSPx,Spea multiplicata,Mexican Spadefoot,59047,Spea multiplicata,New Mexico Spadefoot,LC,stable,match,non-match,matchnon-match
aMXTRx,Smilisca baudinii,Mexican Treefrog,56006,Smilisca baudinii,Common Mexican Treefrog,LC,stable,match,non-match,matchnon-match
aNDSAx,Desmognathus fuscus,Northern Dusky Salamander,59249,Desmognathus fuscus,Dusky Salamander,LC,stable,match,non-match,matchnon-match
aNDSIx,Pseudobranchus striatus,Northern Dwarf Siren,59490,Pseudobranchus striatus,Dwarf Siren,LC,stable,match,non-match,matchnon-match
aNPTRx,Pseudacris regilla,Northern Pacific Treefrog,55897,Pseudacris regilla,Pacific Treefrog,LC,stable,match,non-match,matchnon-match
aNSSAx,Plethodon glutinosus,Northern Slimy Salamander,59340,Plethodon glutinosus,Slimy Salamander,LC,stable,match,non-match,matchnon-match
aRBNEx,Taricha rivularis,Red-bellied Newt,59470,Taricha rivularis,Redbelly Newt,LC,stable,match,non-match,matchnon-match
aRSNEx,Taricha granulosa,Rough-skinned Newt,59469,Taricha granulosa,Roughskin Newt,LC,stable,match,non-match,matchnon-match
aRSTOx,Anaxyrus punctatus,Red-spotted Toad,54739,Anaxyrus punctatus,Baird's Spotted Toad,LC,stable,match,non-match,matchnon-match
aSASAx,Eurycea chisholmensis,Salado Salamander,59263,Eurycea chisholmensis,Chisholm Trail Salamander,VU,unknown,match,non-match,matchnon-match
aSCSAx,Plethodon asupak,Scott Bar Salamander,61904,Plethodon asupak,Scottbar Salamander,VU,unknown,match,non-match,matchnon-match
aSDSIx,Pseudobranchus axanthus,Southern Dwarf Siren,59489,Pseudobranchus axanthus,Narrow-striped Dwarf Siren,LC,,match,non-match,matchnon-match
aSGSSx,Batrachoseps gabrieli,San Gabriel Mountains Slender Salamander,59122,Batrachoseps gabrieli,San Gabriel Slender Salamander,DD,unknown,match,non-match,matchnon-match
