gapSppCode,gapSciName,gapComName,iucnID,iucnSci,iucnCom,iucnCat,iucnTnd,iucnOgn
mRTCHx,Tamias ruficaudus,Red-tailed Chipmunk,42577,Neotamias ruficaudus,Red-tailed Chipmunk,LC,stable,Native
mRTGSx,Xerospermophilus tereticaudus,Round-tailed Ground Squirrel,20493,Xerospermophilus tereticaudus,Round-tailed Ground Squirrel,LC,stable,Native
mRTMUx,Neofiber alleni,Round-tailed Muskrat,14520,Neofiber alleni,Round-tailed Muskrat,LC,decreasing,Native
mRTVOx,Arborimus longicaudus,Red Tree Vole,42615,Arborimus longicaudus,Red Tree Vole,NT,decreasing,Native
mSACOx,Nasua narica,South American Coati,41683,Nasua narica,White-nosed Coati,LC,decreasing,Native
mSADEx,Peromyscus gratus,Saxicoline Deermouse,16663,Peromyscus gratus,Osgood's Mouse,LC,unknown,Native
mSAMBx,Rusa unicolor,Sambar,41790,Rusa unicolor,Sambar,VU,decreasing,Introduced
mSAVOx,Lemmiscus curtatus,Sagebrush Vole,42624,Lemmiscus curtatus,Sagebrush Vole,LC,stable,Native
mSBLEx,Synaptomys cooperi,Southern Bog Lemming,42639,Synaptomys cooperi,Southern Bog Lemming,LC,unknown,Native
mSDPMx,Chaetodipus fallax,San Diego Pocket Mouse,4330,Chaetodipus fallax,San Diego Pocket Mouse,LC,unknown,Native
mSEBAx,Lasiurus seminolus,Seminole Bat,11353,Lasiurus seminolus,Seminole Bat,LC,unknown,Native
mSEGOx,Geomys pinetis,Southeastern Pocket Gopher,42589,Geomys pinetis,Southeastern Pocket Gopher,LC,unknown,Native
mSEMYx,Myotis austroriparius,Southeastern Myotis,14147,Myotis austroriparius,Southeastern Myotis,LC,stable,Native
mSEOTx,Enhydra lutris,Sea Otter,7750,Enhydra lutris,Sea Otter,EN,decreasing,Native
mSEWEx,Aplodontia rufa,Sewellel,1869,Aplodontia rufa,Mountain Beaver,LC,stable,Native
mSFSQx,Glaucomys volans,Southern Flying Squirrel,9240,Glaucomys volans,Southern Flying Squirrel,LC,stable,Native
mSGMOx,Onychomys torridus,Southern Grasshopper Mouse,15339,Onychomys torridus,Southern Grasshopper Mouse,LC,stable,Native
mSGSQx,Xerospermophilus spilosoma,Spotted Ground Squirrel,42563,Xerospermophilus spilosoma,Spotted Ground Squirrel,LC,stable,Native
mSHBAx,Lasionycteris noctivagans,Silver-haired Bat,11339,Lasionycteris noctivagans,Silver-haired Bat,LC,stable,Native
mSHCHx,Tamias senex,Shadow Chipmunk,42579,Neotamias senex,Shadow Chipmunk,LC,stable,Native
mSHMOx,Neurotrichus gibbsii,Shrew-mole,41468,Neurotrichus gibbsii,Shrew-mole,LC,stable,Native
mSICHx,Tamias siskiyou,Siskiyou Chipmunk,42580,Neotamias siskiyou,Siskiyou Chipmunk,LC,stable,Native
mSIKAx,Cervus nippon,Sika,41788,Cervus nippon,Sika Deer,LC,increasing,Introduced
mSJKRx,Dipodomys nitratoides,San Joaquin Kangaroo Rat,6683,Dipodomys nitratoides,Fresno Kangaroo Rat,VU,decreasing,Introduced
mSJPMx,Perognathus inornatus,San Joaquin Pocket Mouse,42609,Perognathus inornatus,San Joaquin Pocket Mouse,LC,unknown,Native
mSKRAx,Dipodomys stephensi,Stephen's Kangaroo Rat,6682,Dipodomys stephensi,Stephens' Kangaroo Rat,VU,decreasing,Native
mSLMOx,Perognathus flavus,Silky Pocket Mouse,16635,Perognathus flavus,Silky Pocket Mouse,LC,stable,Native
mSMHMx,Reithrodontomys raviventris,Salt-marsh Harvest Mouse,19401,Reithrodontomys raviventris,Salt-marsh Harvest Mouse,EN,decreasing,Native
mSMSHx,Sorex fumeus,Smoky Shrew,41396,Sorex fumeus,Smoky Shrew,LC,stable,Native
mSNHAx,Lepus americanus,Snowshoe Hare,41273,Lepus americanus,Snowshoe Hare,LC,stable,Native
mSNMOx,Condylura cristata,Star-nosed Mole,41458,Condylura cristata,Star-nosed Mole,LC,stable,Native
mSOCHx,Tamias sonomae,Sonoma Chipmunk,42581,Neotamias sonomae,Sonoma Chipmunk,LC,stable,Native
mSOTSx,Blarina carolinensis,Southern Short-tailed Shrew,41452,Blarina carolinensis,Southern Short-tailed Shrew,LC,stable,Native
mSPBAx,Euderma maculatum,Spotted Bat,8166,Euderma maculatum,Spotted Bat,LC,stable,Native
mSPGOx,Thomomys umbrinus,Southern Pocket Gopher,21800,Thomomys umbrinus,Animas Mountains Pocket Gopher,LC,unknown,Native
mSPMOx,Chaetodipus spinatus,Spiny Pocket Mouse,4338,Chaetodipus spinatus,Spiny Pocket Mouse,LC,unknown,Native
mSPSHx,Sorex longirostris,Southeastern Shrew,41401,Sorex longirostris,Southeastern Shrew,LC,stable,Native
mSPWOx,Neotoma micropus,Southern Plains Woodrat,14591,Neotoma micropus,Southern Plains Woodrat,LC,stable,Native
mSRBVx,Myodes gapperi,Southern Red-backed Vole,42617,Myodes gapperi,Southern Red-backed Vole,LC,stable,Native
mSSLIx,Eumetopias jubatus,Steller Sea Lion,8239,Eumetopias jubatus,Steller Sea Lion,NT,increasing,Native
mSTSKx,Mephitis mephitis,Striped Skunk,41635,Mephitis mephitis,Striped Skunk,LC,stable,Native
mSTVOx,Arborimus pomo,Sonoma Tree Vole,2018,Arborimus pomo,Sonoma Tree Vole,NT,decreasing,Native
mSTWOx,Neotoma stephensi,Stephen's Woodrat,42651,Neotoma stephensi,Stephen's Woodrat,LC,stable,Native
mSWFOx,Vulpes velox,Swift Fox,23059,Vulpes velox,Swift Fox,LC,stable,Native
mSWMYx,Myotis auriculus,Southwestern Myotis,14145,Myotis auriculus,Southwestern Myotis,LC,unknown,Native
mSWRAx,Sylvilagus aquaticus,Swamp Rabbit,41296,Sylvilagus aquaticus,Swamp Rabbit,LC,decreasing,Native
mSYBAx,Lasiurus ega,Southern Yellow Bat,11350,Lasiurus ega,Southern Yellow Bat,LC,unknown,Native
mTASQx,Ammospermophilus interpres,Texas Antelope Squirrel,42451,Ammospermophilus interpres,Texas Antelope Squirrel,LC,unknown,Native
mTBCRx,Sigmodon fulviventer,Tawny-bellied Cotton Rat,20212,Sigmodon fulviventer,Tawny-bellied Cotton Rat,LC,stable,Native
mTBEBx,Corynorhinus townsendii,Townsend's Big-eared Bat,17598,Corynorhinus townsendii,Townsend's Big-eared Bat,LC,stable,Native
mTGSQx,Urocitellus townsendii,Townsend's Ground Squirrel,20476,Urocitellus townsendii,Townsend's Ground Squirrel,VU,decreasing,Native
mTKRAx,Dipodomys elator,Texas Kangaroo Rat,6675,Dipodomys elator,Texas Kangaroo Rat,VU,decreasing,Native
mTLGSx,Ictidomys tridecemlineatus,Thirteen-lined Ground Squirrel,42564,Ictidomys tridecemlineatus,Thirteen-lined Ground Squirrel,LC,stable,Native
mTOCHx,Tamias townsendii,Townsend's Chipmunk,42584,Neotamias townsendii,Townsend's Chipmunk,LC,stable,Native
mTOMOx,Scapanus townsendii,Townsend's Mole,41475,Scapanus townsendii,Townsend's Mole,LC,stable,Native
mTOVOx,Microtus townsendii,Townsend's Vole,13487,Microtus townsendii,Townsend's Vole,LC,stable,Native
mTPGOx,Thomomys townsendii,Townsend's Pocket Gopher,42598,Thomomys townsendii,Townsend's Pocket Gopher,LC,stable,Native
mTRSHx,Sorex trowbridgii,Trowbridge's Shrew,41421,Sorex trowbridgii,Trowbridge's Shrew,LC,stable,Native
mTXDEx,Peromyscus attwateri,Texas Deermouse,42652,Peromyscus attwateri,Texas Deermouse,LC,stable,Native
mTXGOx,Geomys personatus,Texas Pocket Gopher,9055,Geomys personatus,Texas Pocket Gopher,LC,unknown,Native
mUGSQx,Urocitellus armatus,Uinta Ground Squirrel,42463,Urocitellus armatus,Uinta Ground Squirrel,LC,unknown,Native
mUICHx,Tamias umbrinus,Uinta Chipmunk,42585,Neotamias umbrinus,Uinta Chipmunk,LC,stable,Native
mUMBAx,Eumops underwoodi,Underwood's Mastiff Bat,8248,Eumops underwoodi,Underwood's Bonneted Bat,LC,unknown,Native
mUPDOx,Cynomys parvidens,Utah Prairie Dog,6090,Cynomys parvidens,Utah Prairie Dog,EN,decreasing,Native
mVASHx,Sorex vagrans,Vagrant Shrew,41425,Sorex vagrans,Vagrant Shrew,LC,stable,Native
mVIOPx,Didelphis virginiana,Virginia Opossum,40502,Didelphis virginiana,Virginia Opossum,LC,increasing,Native
mWADEx,Peromyscus pectoralis,White-ankled Deermouse,16684,Peromyscus pectoralis,White-ankled Mouse,LC,stable,Native
mWASQx,Urocitellus washingtoni,Washington Ground Squirrel,20475,Urocitellus washingtoni,Washington Ground Squirrel,NT,decreasing,Native
mWEMOx,Zapus princeps,Western Jumping Mouse,42614,Zapus princeps,Pacific Jumping Mouse,LC,stable,Native
mWEPIx,Pipistrellus hesperus,Western Pipistrelle,17341,Pipistrellus hesperus,Western Pipistrelle,LC,stable,Native
mWEPMx,Perognathus alticolus,White-eared Pocket Mouse,16631,Perognathus alticola,White-eared Pocket Mouse,VU,decreasing,Native
mWFDEx,Peromyscus leucopus,White-footed Deermouse,16669,Peromyscus leucopus,White-footed Mouse,LC,stable,Native
mWFVOx,Arborimus albipes,White-footed Vole,2017,Arborimus albipes,White-footed Vole,LC,unknown,Native
mWGSQx,Sciurus griseus,Western Gray Squirrel,20011,Sciurus griseus,Western Gray Squirrel,LC,unknown,Native
mWHMOx,Reithrodontomys megalotis,Western Harvest Mouse,19410,Reithrodontomys megalotis,Southern Marsh Harvest Mouse,LC,stable,Native
mWHVOx,Phenacomys intermedius,Western Heather Vole,42636,Phenacomys intermedius,Western Heather Vole,LC,stable,Native
mWIBOx,Sus scrofa,Wild Boar,41775,Sus scrofa,Wild Boar,LC,unknown,Introduced
mWIMAx,Trichechus manatus,West Indian Manatee,22103,Trichechus manatus,American Manatee,VU,decreasing,Native
mWJMOx,Napaeozapus insignis,Woodland Jumping Mouse,42612,Napaeozapus insignis,Woodland Jumping Mouse,LC,stable,Native
mWOLVx,Gulo gulo,Wolverine,9561,Gulo gulo,Wolverine,LC,decreasing,Native
mWOODx,Marmota monax,Woodchuck,42458,Marmota monax,Woodchuck,LC,stable,Native
mWOVOx,Microtus pinetorum,Woodland Vole,42633,Microtus pinetorum,Woodland Vole,LC,stable,Native
mWPGOx,Thomomys mazama,Western Pocket Gopher,21810,Thomomys mazama,Western Pocket Gopher,LC,decreasing,Native
mWRBAx,Lasiurus blossevillii,Western Red Bat,88151055,Lasiurus blossevillii,Southern Red Bat,LC,unknown,Native
mWRBVx,Myodes californicus,Western Red-backed Vole,42616,Myodes californicus,Western Red-backed Vole,LC,stable,Native
mWSFMx,Myotis ciliolabrum,Western Small-footed Myotis,14153,Myotis ciliolabrum,Western Small-footed Myotis,LC,stable,Native
mWSJAx,Lepus callotis,White-sided Jackrabbit,11792,Lepus callotis,White-sided Jackrabbit,NT,decreasing,Native
mWSSKx,Spilogale gracilis,Western Spotted Skunk,136797,Spilogale gracilis,Western Spotted Skunk,LC,decreasing,Native
mWTASx,Ammospermophilus leucurus,White-tailed Antelope Squirrel,42452,Ammospermophilus leucurus,White-tailed Antelope Squirrel,LC,stable,Native
mWTDEx,Odocoileus virginianus,White-tailed Deer,42394,Odocoileus virginianus,White-tailed Deer,LC,stable,Native
mWTHWx,Neotoma albigula,White-throated Woodrat,14582,Neotoma albigula,White-throated Woodrat,LC,stable,Native
mWTJAx,Lepus townsendii,White-tailed Jackrabbit,41288,Lepus townsendii,White-tailed Jackrabbit,LC,decreasing,Native
mWTPDx,Cynomys leucurus,White-tailed Prairie Dog,42454,Cynomys leucurus,White-tailed Prairie Dog,LC,decreasing,Native
mWTWOx,Neotoma leucodon,White-toothed Woodrat,136793,Neotoma leucodon,White-toothed Woodrat,LC,stable,Native
mWYBAx,Lasiurus xanthinus,Western Yellow Bat,41532,Lasiurus xanthinus,Western Yellow Bat,LC,stable,Native
mWYGOx,Thomomys clusius,Wyoming Pocket Gopher,42595,Thomomys clusius,Wyoming Pocket Gopher,LC,unknown,Native
mWYSQx,Urocitellus elegans,Wyoming Ground Squirrel,42467,Urocitellus elegans,Wyoming Ground Squirrel,LC,unknown,Native
mYCCHx,Tamias ochrogenys,Yellow-cheeked Chipmunk,42573,Neotamias ochrogenys,Yellow-cheeked Chipmunk,LC,stable,Native
mYEMAx,Marmota flaviventris,Yellow-bellied Marmot,42457,Marmota flaviventris,Yellow-bellied Marmot,LC,stable,Native
mYFPGx,Cratogeomys castanops,Yellow-faced Pocket Gopher,16025,Cratogeomys castanops,Yellow-faced Pocket Gopher,LC,stable,Native
mYNCRx,Sigmodon ochrognathus,Yellow-nosed Cotton Rat,20217,Sigmodon ochrognathus,Yellow-nosed Cotton Rat,LC,unknown,Native
mYPCHx,Tamias amoenus,Yellow-pine Chipmunk,42569,Neotamias amoenus,Yellow-pine Chipmunk,LC,stable,Native
mYUMYx,Myotis yumanensis,Yuma Myotis,14213,Myotis yumanensis,Yuma Myotis,LC,stable,Native
rALTUx,Graptemys pulchra,Alabama Map Turtle,170494,Graptemys pulchra,Alabama Map Turtle,NT,unknown,Native
rAMALx,Alligator mississippiensis,American Alligator,46583,Alligator mississippiensis,American Alligator,LR/lc,,Native
rANLIx,Xantusia arizonae,Arizona Night Lizard,64361,Xantusia arizonae,Arizona Night Lizard,LC,stable,Native
rAQGAx,Thamnophis atratus,Aquatic Gartersnake,63970,Thamnophis atratus,Pacific Coast Aquatic Garter Snake,LC,stable,Native
rARBCx,Pseudemys alabamensis,Alabama Red-bellied Cooter,18458,Pseudemys alabamensis,Alabama Red-bellied Cooter,EN,,Native
rASTUx,Macrochelys temminckii,Alligator Snapping Turtle,12589,Macrochelys temminckii,Alligator Snapping Turtle,VU,,Native
rASWHx,Aspidoscelis arizonae,Arizona Striped Whiptail,64249,Aspidoscelis arizonae,Arizona Striped Whiptail,NT,stable,Native
rAZTUx,Kinosternon arizonense,Arizona Mud Turtle,63666,Kinosternon arizonense,Arizona Mud Turtle,LC,stable,Native
rBARAx,Pantherophis bairdi,Baird's Ratsnake,63860,Pantherophis bairdi,Baird's Rat Snake,LC,stable,Native
rBCBLx,Urosaurus nigricaudus,Baja California Brush Lizard,64173,Urosaurus nigricaudus,Baja California Brush Lizard,LC,stable,Native
rBCCLx,Crotaphytus vestigium,Baja California Collared Lizard,64013,Crotaphytus vestigium,Baja California Collared Lizard,LC,stable,Native
rBCRAx,Bogertophis rosaliae,Baja California Ratsnake,63736,Bogertophis rosaliae,Baja California Rat Snake,LC,stable,Native
rBHLIx,Phrynosoma blainvillii,Blainville's Horned Lizard,64073,Phrynosoma coronatum,Blainville Horned Lizard,LC,decreasing,Native
rBHSKx,Plestiodon laticeps,Broad-headed Skink,64231,Plestiodon laticeps,Broad-headed Skink,LC,stable,Native
rBKMTx,Graptemys nigrinoda,Black-knobbed Map Turtle,9502,Graptemys nigrinoda,Black-knobbed Sawback,LC,stable,Native
rBLSSx,Seminatrix pygaea,Black Swampsnake,63916,Liodytes pygaea,Black Swamp Snake,LC,stable,Native
rBMTUx,Graptemys barbouri,Barbour's Map Turtle,9496,Graptemys barbouri,Barbour's Map Turtle,VU,decreasing,Native
rBNGAx,Thamnophis cyrtopsis,Black-necked Gartersnake,63975,Thamnophis cyrtopsis,Black-necked Gartersnake,LC,stable,Native
rBNLIx,Xantusia bezyi,Bezy's Night Lizard,64362,Xantusia bezyi,Bezy's Night Lizard,LC,unknown,Native
rBNLLx,Gambelia sila,Blunt-nosed Leopard Lizard,40690,Gambelia sila,Blunt-nosed Leopard Lizard,EN,decreasing,Native
rBOTUx,Glyptemys muhlenbergii,Bog Turtle,4967,Glyptemys muhlenbergii,Bog Turtle,CR,unknown,Native
rBRLIx,Petrosaurus mearnsi,Banded Rock Lizard,64067,Petrosaurus mearnsi,Banded Rock Lizard,LC,stable,Native
rBRVWx,Nerodia harteri,Brazos River Watersnake,62238,Nerodia harteri,Brazos River Watersnake,NT,stable,Native
rBRWAx,Nerodia taxispilota,Brown Watersnake,63857,Nerodia taxispilota,Brown Water Snake,LC,stable,Native
rBTRAx,Crotalus molossus,Black-tailed Rattlesnake,64324,Crotalus molossus,Black-tailed Rattlesnake,LC,stable,Native
rBTURx,Emydoidea blandingii,Blanding's Turtle,7709,Emydoidea blandingii,Blanding's Turtle,EN,decreasing,Native
rBUGAx,Thamnophis butleri,Butler's Gartersnake,63972,Thamnophis butleri,Butler's Garter Snake,LC,stable,Native
rCAISx,Drymarchon melanurus,Central American Indigo Snake,63774,Drymarchon melanurus,Western Indigo Snake,LC,stable,Native
rCALIx,Sceloporus merriami,Canyon Lizard,64126,Sceloporus merriami,Canyon Lizard,LC,stable,Native
rCBHSx,Tantilla wilcoxi,Chihuahuan Black-headed Snake,63965,Tantilla wilcoxi,Chihuahuan Black-headed Snake,LC,stable,Native
rCCHUx,Sauromalus ater,Common Chuckwalla,64054,Sauromalus ater,Northern Chuckwalla,LC,stable,Native
rCCHWx,Aspidoscelis neotesselata,Colorado Checkered Whiptail,64279,Aspidoscelis neotesselata,Triploid Checkered Whiptail,NT,decreasing,Native
rCCWHx,Aspidoscelis tesselata,Common Checkered Whiptail,64289,Aspidoscelis tesselata,Diploid Checkered Whiptail,LC,stable,Native
rCDFLx,Uma notata,Colorado Desert Fringe-toed Lizard,64163,Uma notata,Colorado Desert Fringe-toed Lizard,NT,decreasing,Native
rCFLSx,Plestiodon fasciatus,Common Five-lined Skink,64227,Plestiodon fasciatus,Common Five-lined Skink,LC,stable,Native
rCFTLx,Uma inornata,Coachella Fringe-toed Lizard,22727,Uma inornata,Coachella Valley Fringe-toed Lizard,EN,decreasing,Native
rCHGAx,Thamnophis marcianus,Checkered Gartersnake,198521,Thamnophis marcianus,Checkered Garter Snake,LC,unknown,Native
rCHNSx,Gyalopion canum,Chihuahuan Hook-nosed Snake,63817,Gyalopion canum,Chihuahuan Hook-nosed Snake,LC,stable,Native
rCKINx,Lampropeltis getula,Common Kingsnake,63828,Lampropeltis getula,Common Kingsnake,LC,stable,Native
rCLELx,Holbrookia maculata,Common Lesser Earless Lizard,64065,Holbrookia maculata,Lesser Earless Lizard,LC,stable,Native
rCLIZx,Anniella pulchra,California Legless Lizard,62227,Anniella pulchra,Black Legless Lizard,LC,decreasing,Native
rCLLIx,Gambelia copeii,Cope's Leopard Lizard,64014,Gambelia copeii,Long-nosed Leopard Lizard,LC,decreasing,Native
rCLSLx,Sceloporus clarkii,Clark's Spiny Lizard,64095,Sceloporus clarkii,Clark's Spiny Lizard,LC,stable,Native
rCMKIx,Lampropeltis zonata,California Mountain Kingsnake,63834,Lampropeltis zonata,California Mountain Kingsnake,LC,decreasing,Native
rCMTUx,Graptemys caglei,Cagle's Map Turtle,9497,Graptemys caglei,Cagle's Map Turtle,EN,decreasing,Native
rCOGAx,Thamnophis sirtalis,Common Gartersnake,62240,Thamnophis sirtalis,Common Gartersnake,LC,stable,Native
rCOPPx,Agkistrodon contortrix,Copperhead,64297,Agkistrodon contortrix,Northern Copperhead,LC,stable,Native
rCOSKx,Plestiodon anthracinus,Coal Skink,64220,Plestiodon anthracinus,Coal Skink,LC,stable,Native
rCOSLx,Sceloporus graciosus,Common Sagebrush Lizard,64106,Sceloporus graciosus,Common Sagebrush Lizard,LC,stable,Native
rCOTTx,Agkistrodon piscivorus,Cottonmouth,64298,Agkistrodon piscivorus,Cottonmouth,LC,stable,Native
rCOWAx,Nerodia paucimaculata,Concho Watersnake,14631,Nerodia paucimaculata,Concho Water Snake,NT,stable,Native
rCROCx,Crocodylus acutus,American Crocodile,5659,Crocodylus acutus,American Crocodile,VU,increasing,Native
rCRSLx,Sceloporus poinsettii,Crevice Spiny Lizard,64138,Sceloporus poinsettii,Crevice Spiny Lizard,LC,stable,Native
rCSBLx,Uta stansburiana,Common Side-blotched Lizard,64180,Uta stansburiana,Common Side-blotched Lizard,LC,stable,Native
rCSPWx,Aspidoscelis gularis,Common Spotted Whiptail,64267,Aspidoscelis gularis,Eastern Spotted Whiptail,LC,stable,Native
rCSWHx,Aspidoscelis burti,Canyon Spotted Whiptail,64251,Aspidoscelis burti,Canyon Spotted Whiptail,LC,stable,Native
rCWHIx,Aspidoscelis exsanguis,Chihuahuan Spotted Whiptail,64264,Aspidoscelis exsanguis,Chihuahuan Spotted Whiptail,LC,stable,Native
rDBTEx,Malaclemys terrapin,Diamond-backed Terrapin,12695,Malaclemys terrapin,Diamondback Terrapin,LR/nt,,Native
rDBWAx,Nerodia rhombifer,Diamond-backed Watersnake,63856,Nerodia rhombifer,Diamond-backed Watersnake,LC,stable,Native
rDEBRx,Storeria dekayi,Dekay's Brownsnake,63928,Storeria dekayi,Brown Snake,LC,stable,Native
rDEIGx,Dipsosaurus dorsalis,Desert Iguana,64053,Dipsosaurus dorsalis,Common Desert Iguana,LC,stable,Native
rDETOx,Gopherus agassizii,Desert Tortoise,9400,Gopherus agassizii,Mojave Desert Tortoise,VU,,Native
rDGWHx,Aspidoscelis uniparens,Desert Grassland Whiptail,64291,Aspidoscelis uniparens,Desert Grassland Whiptail,LC,stable,Native
rDHLIx,Phrynosoma platyrhinos,Desert Horned Lizard,64080,Phrynosoma platyrhinos,Desert Horned Lizard,LC,stable,Native
rDNLIx,Xantusia vigilis,Desert Night Lizard,64368,Xantusia vigilis,Desert Night Lizard,LC,stable,Native
rDSALx,Sceloporus arenicolus,Dunes Sagebrush Lizard,64087,Sceloporus arenicolus,Dunes Sagebrush Lizard,VU,decreasing,Native
rDSLIx,Sceloporus magister,Desert Spiny Lizard,64123,Sceloporus magister,Desert Spiny Lizard,LC,stable,Native
rEAFOx,Pantherophis gloydi,Eastern Foxsnake,63862,Pantherophis gloydi,Eastern Fox Snake,NT,decreasing,Native
rEARAx,Pantherophis alleghaniensis,Eastern Ratsnake,63864,Pantherophis obsoletus,Western Ratsnake,LC,stable,Native
rEARIx,Thamnophis sauritus,Eastern Ribbonsnake,63991,Thamnophis sauritus,Eastern Ribbon Snake,LC,stable,Native
rEBTUx,Terrapene carolina,Eastern Box Turtle,21641,Terrapene carolina,Eastern Box Turtle,VU,decreasing,Native
rECLIx,Crotaphytus collaris,Eastern Collared Lizard,64007,Crotaphytus collaris,Eastern Collared Lizard,LC,stable,Native
rEDBRx,Crotalus adamanteus,Eastern Diamond-backed Rattlesnake,64308,Crotalus adamanteus,Eastern Diamond-backed Rattlesnake,LC,decreasing,Native
rEELIx,Holbrookia elegans,Elegant Earless Lizard,64063,Holbrookia elegans,Elegant Earless Lizard,LC,stable,Native
rEFLIx,Sceloporus undulatus,Eastern Fence Lizard,64156,Sceloporus undulatus,Eastern Fence Lizard,LC,stable,Native
rEGLIx,Ophisaurus ventralis,Eastern Glass Lizard,63721,Ophisaurus ventralis,Eastern Glass Lizard,LC,stable,Native
rEHNSx,Heterodon platirhinos,Eastern Hog-nosed Snake,63820,Heterodon platirhinos,Eastern Hog-nosed Snake,LC,stable,Native
rEISNx,Drymarchon couperi,Eastern Indigo Snake,63773,Drymarchon couperi,Eastern Indigo Snake,LC,decreasing,Native
rEMDTx,Kinosternon subrubrum,Eastern Mud Turtle,163435,Kinosternon subrubrum,Eastern Mud Turtle,LC,unknown,Native
rEMSTx,Sternotherus odoratus,Eastern Musk Turtle,163450,Sternotherus odoratus,Eastern Musk Turtle,LC,stable,Native
rEMTUx,Graptemys ernsti,Escambia Map Turtle,9500,Graptemys ernsti,Escambia Map Turtle,NT,decreasing,Native
rEPNSx,Salvadora grahamiae,Eastern Patch-nosed Snake,63911,Salvadora grahamiae,Eastern Patch-nosed Snake,LC,stable,Native
rEWSNx,Carphophis amoenus,Eastern Wormsnake,63738,Carphophis amoenus,Eastern Worm Snake,LC,stable,Native
rFCSNx,Tantilla relicta,Florida Crowned Snake,63956,Tantilla relicta,Florida Crowned Snake,LC,stable,Native
rFGWAx,Nerodia floridana,Florida Green Watersnake,63855,Nerodia floridana,Florida Green Water Snake,LC,stable,Native
rFHSNx,Tantilla gracilis,Flat-headed Snake,63946,Tantilla gracilis,Flathead Snake,LC,decreasing,Native
rFLMTx,Sternotherus depressus,Flattened Musk Turtle,20824,Sternotherus depressus,Flattened Musk Turtle,CR,decreasing,Native
rFLSKx,Plestiodon tetragrammus,Four-lined Skink,64241,Plestiodon tetragrammus,Four-lined Skink,LC,stable,Native
rFLSOx,Apalone ferox,Florida Softshell,165597,Apalone ferox,Florida Softshell Turtle,LC,unknown,Native
rFLWOx,Rhineura floridana,Florida Wormlizard,64219,Rhineura floridana,Florida Worm Lizard,LC,stable,Native
rFMTUx,Graptemys pseudogeographica,False Map Turtle,165600,Graptemys pseudogeographica,Mississippi Map Turtle,LC,unknown,Native
rFRBCx,Pseudemys nelsoni,Florida Red-bellied Cooter,170495,Pseudemys nelsoni,Florida Red-bellied Cooter,LC,stable,Native
rFSLIx,Sceloporus woodi,Florida Scrub Lizard,64160,Sceloporus woodi,Florida Scrub Lizard,NT,decreasing,Native
rFSSKx,Plestiodon reynoldsi,Florida Sand Skink,14564,Plestiodon reynoldsi,Florida Sand Skink,VU,decreasing,Native
rFTHLx,Phrynosoma mcallii,Flat-tailed Horned Lizard,64077,Phrynosoma mcallii,Flat-tailed Horned Lizard,NT,decreasing,Native
rGBCLx,Crotaphytus bicinctores,Great Basin Collared Lizard,64006,Crotaphytus bicinctores,Great Basin Collared Lizard,LC,stable,Native
rGBKIx,Lampropeltis alterna,Gray-banded Kingsnake,63825,Lampropeltis alterna,Gray-banded Kingsnake,LC,stable,Native
rGCRSx,Regina rigida,Glossy Crayfish Snake,63886,Liodytes rigida,Crayfish Snake,LC,stable,Native
rGCSNx,Regina grahamii,Graham's Crayfish Snake,63885,Regina grahamii,Graham's Crayfish Snake,LC,unknown,Native
rGCWHx,Aspidoscelis dixoni,Gray Checkered Whiptail,64262,Aspidoscelis dixoni,Gray-checkered Whiptail,NT,stable,Native
rGELIx,Cophosaurus texanus,Greater Earless Lizard,64062,Cophosaurus texanus,Greater Earless Lizard,LC,stable,Native
rGIGAx,Thamnophis gigas,Giant Gartersnake,21706,Thamnophis gigas,Giant Garter Snake,VU,decreasing,Native
rGIMOx,Heloderma suspectum,Gila Monster,9865,Heloderma suspectum,Gila Monster,NT,decreasing,Native
rGISKx,Plestiodon gilberti,Gilbert's Skink,64228,Plestiodon gilberti,Gilbert's Skink,LC,stable,Native
rGLSNx,Arizona elegans,Glossy Snake,63734,Arizona elegans,Glossy Snake,LC,stable,Native
rGLSWx,Aspidoscelis flagellicauda,Gila Spotted Whiptail,64265,Aspidoscelis flagellicauda,Gila Spotted Whiptail,LC,stable,Native
rGNLIx,Xantusia henshawi,Granite Night Lizard,64366,Xantusia henshawi,Henshaw's Night Lizard,LC,stable,Native
rGNRAx,Senticolis triaspis,Green Ratsnake,190631,Senticolis triaspis,Green Rat Snake,LC,stable,Native
rGNSLx,Sceloporus orcutti,Granite Spiny Lizard,64134,Sceloporus orcutti,Granite Spiny Lizard,LC,stable,Native
rGOPHx,Pituophis catenifer,Gophersnake,63869,Pituophis catenifer,Gopher Snake,LC,stable,Native
rGOTOx,Gopherus polyphemus,Gopher Tortoise,9403,Gopherus polyphemus,Gopher Tortoise,VU,,Native
rGPRAx,Pantherophis emoryi,Great Plains Ratsnake,63861,Pantherophis emoryi,Great Plains Rat Snake,LC,stable,Native
rGPSKx,Plestiodon obsoletus,Great Plains Skink,64235,Plestiodon obsoletus,Great Plains Skink,LC,stable,Native
rGPSLx,Sceloporus grammicus,Graphic Spiny Lizard,64107,Sceloporus grammicus,Graphic Spiny Lizard,LC,stable,Native
rGRANx,Anolis carolinensis,Green Anole,64188,Anolis carolinensis,Green Anole,LC,stable,Native
rGRRAx,Pantherophis spiloides,Gray Ratsnake,63864,Pantherophis obsoletus,Western Ratsnake,LC,stable,Native
